,,AggFinalSupply,AggFinalSupply,AggFinalSupply,AggFinalSupply,AggFinalSupply,AggFinalSupply,AggProduction,AggProduction,AggProduction,AggProduction,AggProduction,AggProduction
Grenada,GRD,160.84,76.48,54.24,308.14,124.12,63.54,0.0,32.7296834130062,40.9121042662578,327.296834130062,16.3648417065031,114.553891945522
Guatemala,GTM,278.66,108.6,5.17,230.02,76.98,59.73,214.957370896904,88.0102409285976,4.1296700496660605,801.316885870918,55.2410409241045,358.262284828173
Guinea,GIN,390.35,37.0,20.18,279.24,30.36,60.24,564.7203170162551,34.881553127734605,19.244994829095,276.797152190342,22.176849510089898,254.620302680252
Guinea-Bissau,GNB,337.24,35.8,2.6,136.25,38.54,44.01,228.763817322525,40.6911779185402,6.45104040171978,142.419122714891,33.743903639765,354.310988217533
Guyana,GUY,350.63,173.14,60.96,752.59,92.56,90.93,1483.8504940532998,131.065658780733,114.68245143314199,737.244330641624,81.9160367379583,332.345063336859
Haiti,HTI,240.09,16.65,9.07,251.49,38.65,60.14,79.96043476954429,18.0076185741329,3.0563389323069603,281.678804301804,19.329278652968302,56.0879495955791
Honduras,HND,267.33,179.55,6.29,179.34,70.83,53.52,145.66514300016598,167.21665689186898,15.2977263784851,393.98861333268303,54.8409058851353,641.831023087259
Hungary,HUN,232.56,421.27,12.63,268.5,179.65,27.61,2616.71305584276,395.60710835349505,4.4754044781917806,482.97073327153,210.53048566160498,713.82701427159
Iceland,ISL,162.05,550.18,182.03,335.47,210.73,29.08,37.9813690600795,884.423308113281,7704.79200933042,24.4165943957654,382.526645533658,0.0
India,IND,369.12,218.62,13.81,275.12,8.28,65.92,425.11709735863195,245.489725301727,15.7999440873248,297.434709825922,10.9762682557324,117.02123718393
Indonesia,IDN,553.28,24.79,89.37,212.52,27.78,73.15,750.192826128422,23.587067226206198,155.175548069049,211.72143688804297,26.7646884031707,1548.6395608956
Iraq,IRQ,364.75,49.22,6.73,173.45,39.17,43.42,180.433106816593,20.2682255481485,3.21296066496275,93.7314840605675,9.542251598949528,2.6814934872997402
Ireland,IRL,247.44,498.19,46.92,327.69,183.63,39.05,915.147450812912,2925.4181701898497,124.246296241753,112.795024698734,567.0287959051429,60.6917391779992
Israel,ISR,269.07,405.73,51.89,537.34,203.67,88.08,48.6393820848269,375.909794574137,4.62184173656726,686.893717134591,183.55314325224302,65.4760912680362
Italy,ITA,321.88,485.55,59.64,488.66,172.01,83.95,486.99721024100995,385.219861983034,10.600872618614,866.176518573945,121.18486963873998,135.897505261753
Jamaica,JAM,231.18,145.8,51.03,395.39,129.3,53.92,1.8635362993649098,134.174613554274,10.560039029734499,382.335530753034,92.5556362017906,203.74663539723
Japan,JPN,281.83,157.1,93.79,248.48,103.91,46.94,155.22136631898002,141.076698357753,61.680144142796,183.966063785458,63.1600691608721,29.150253841623602
Jordan,JOR,277.34,90.2,11.75,299.98,80.84,64.78,18.818880647956604,85.47294560303459,0.27811153666931,376.28490911357596,51.821449666048096,22.1562190879884
Kazakhstan,KAZ,244.91,563.17,9.01,504.73,148.43,49.2,2020.84266914528,585.0032198526329,3.61267963199156,621.882657762547,120.523006611718,387.861299379094
Kenya,KEN,278.07,165.26,7.97,166.22,37.12,50.96,134.087642275743,176.916929603749,6.71973635007091,169.221747654474,35.495381526584204,69.617913691326
Kiribati,KIR,207.84,8.04,153.39,251.93,62.01,267.11,0.0,0.0,2622.38130693763,254.29152067273998,31.786440084092497,2733.63384723195
Kuwait,KWT,314.09,132.36,23.01,503.66,139.7,55.38,2.68391311851286,72.9129730529326,2.23659426542738,208.22692611128898,55.2438783560563,0.44731885308547603
Kyrgyzstan,KGZ,329.1,427.19,2.28,443.11,73.94,27.74,504.176498813357,469.294520116386,0.586251742806229,461.819810395607,79.73023702164708,88.8171390351437
Latvia,LVA,240.42,490.69,49.75,329.65,167.13,27.87,2504.2788222028603,996.87593665112,110.195707549587,165.991002511404,116.705158628466,496.113164368818
Lebanon,LBN,291.18,129.61,17.46,430.85,51.6,70.82,44.033134292464,104.029942648661,1.33030617197776,475.451425864853,36.7164503465863,55.8728592230661
Lesotho,LSO,362.4,44.94,3.67,79.98,45.48,29.45,187.810409126333,37.30183645465279,0.8674845687128561,38.169321023365704,10.8435571089107,7.8073611184157095
Liberia,LBR,244.57,4.76,11.75,129.26,40.45,38.58,116.913487855762,5.78779642850307,5.5948698808863,124.63054976043301,15.4341238093415,97.6208330940851
Lithuania,LTU,277.63,740.74,66.23,291.85,181.54,45.3,3256.46834375362,1059.13333052179,60.2577361434732,201.496768479762,187.78733644711997,862.737746054171
Luxembourg,LUX,203.26,336.19,64.48,369.51,177.24,27.25,458.259389096315,1210.78567687655,0.0,42.913922724738605,91.9584058387255,39.8486425301144
Madagascar,MDG,337.0,43.56,10.63,117.46,28.75,15.07,240.32650072290298,40.1608501355663,11.9914905881815,121.61783945646799,27.459803891279396,22.9186476922048
Malawi,MWI,289.49,9.14,18.99,339.42,47.53,53.08,381.044191350409,21.665406729974798,16.428744439791302,494.71056694321504,48.516135923758604,156.12441200439198
Malaysia,MYS,372.95,47.4,115.69,222.78,109.16,54.46,175.926747929972,53.6063267067786,110.71252240420601,136.378228335635,136.990705408998,7422.463824219209
Maldives,MDV,237.2,71.08,180.96,283.59,41.32,24.7,0.0,0.0,522.673066075745,25.5853948428687,0.0,7.310112812248191
Mali,MLI,491.72,177.76,18.68,277.19,55.26,50.26,869.038737216022,164.947805879617,10.780902345072999,267.513390462516,51.0132697328228,121.432163686777
Malta,MLT,281.22,246.56,63.85,566.64,174.09,37.25,49.7167127166442,207.152969652684,24.8583563583221,358.374637499144,53.85977210969789,6.21458908958053
Mauritania,MRT,374.37,184.61,18.31,96.43,71.56,49.44,151.03615469215902,152.307146176245,347.828002811396,13.5572424969119,68.8453720546307,23.089678627553102
Mauritius,MUS,372.22,49.98,46.34,222.63,104.48,72.81,0.717425860023725,22.9576275207592,12.196239620403302,142.767746144721,74.6122894424674,2.15227758007117
Mexico,MEX,340.5,277.13,29.36,379.76,144.81,48.8,545.093356629234,214.79036779280102,27.4386097569654,543.486591193015,107.94410150017599,90.03702788295179
Mongolia,MNG,221.47,354.96,0.95,117.35,209.52,13.66,138.679891707533,391.858097366874,0.0,48.3631555114507,262.501223589259,9.90570655053809
Montenegro,MNE,219.17,806.61,28.19,466.17,157.2,34.59,20.238048951494697,533.417147364395,5.78229970042705,281.88711039581904,37.5849480527758,7.2278746255338095
Morocco,MAR,523.91,120.29,38.95,406.09,78.19,41.97,499.061702160548,150.197838327771,71.618694256104,518.28580165115,73.2249519058493,58.6156561391182
Mozambique,MOZ,266.3,37.0,22.92,113.14,21.07,47.61,123.17872129657499,42.5584065353719,19.0309541129156,111.114173015342,17.8909967950038,74.57220788006009
Namibia,NAM,225.62,127.1,23.25,124.83,68.21,40.12,95.5277362723349,84.5779166996167,367.007745678694,100.813856066061,65.3213374510432,17.3686793222427
Nepal,NPL,501.03,112.22,5.65,387.05,32.18,49.69,641.4682801306279,139.396812397495,4.5962208515424505,377.513882656333,29.7441149392676,68.844822326318
Netherlands,NLD,187.85,712.87,43.94,309.32,161.82,44.91,149.124695162252,1640.90461567384,41.411682680868395,659.922078448537,369.560627682293,211.80183651708
New Caledonia,NCL,200.68,82.22,49.47,261.34,143.77,87.9,62.1920079379397,13.0930543027242,32.732635756810396,170.209705935414,58.9187443622587,124.384015875879
New Zealand,NZL,228.62,250.23,49.96,315.84,218.19,33.8,361.94559796513397,8381.66450554335,211.842359576608,897.7254090254629,757.847712583714,13.891302267318599
Nicaragua,NIC,333.66,180.81,13.08,147.29,67.29,51.87,259.445376163888,255.324940288339,19.607591407785602,217.53059742985297,94.9121091333391,165.527855000509
Niger,NER,447.37,110.23,4.05,264.22,31.05,107.61,495.53720469689006,111.915817840442,2.93962748549002,274.015276326034,30.152179065454803,220.598045446844
Nigeria,NGA,275.19,9.41,18.23,269.32,16.19,56.65,274.455995036287,9.904864296325659,11.530326671250501,268.904708328941,15.399117236130099,172.850338161599
Norway,NOR,223.53,538.94,102.72,306.37,151.01,59.04,440.20396198877296,569.182009995601,1325.23659685103,79.64779856995321,148.50460507558998,60.9776694428028
Oman,OMN,274.92,232.82,57.08,587.03,93.66,32.12,24.497862162527102,97.60259369514759,136.488089191222,409.07541261870597,39.6632054059962,3.11083963968598
Pakistan,PAK,274.74,375.88,3.46,86.94,39.22,27.78,385.47447558204203,393.67773127123,5.93427007302956,103.107942518889,37.1153685596981,52.522653580188894
Panama,PAN,372.38,153.26,26.31,225.23,142.48,42.78,191.29929604044102,111.11263961702299,92.99884946076841,341.290314529423,147.340219929531,38.8783788719602
Paraguay,PRY,202.26,166.49,8.34,245.05,126.42,52.31,1904.4509528095002,157.074929445789,6.34112414919922,230.129963914688,219.165103406698,3145.99021852146
Peru,PER,328.82,131.44,50.12,372.47,59.6,39.09,292.140556794077,141.569594330292,251.865204504473,536.648873881753,124.432374229988,88.7154070849089
Philippines,PHL,460.47,10.55,56.27,321.42,87.32,28.43,469.097409761238,9.62622663455321,72.9126288009662,397.280238650763,67.09893995536679,275.831071075038
Poland,POL,289.08,387.64,21.38,361.15,196.68,19.06,1526.2377650568399,700.9239526174091,11.903564602491802,444.18462049820295,294.88810542357703,196.76735704360001
Portugal,PRT,262.32,454.09,113.78,576.82,209.35,49.21,197.33431598099997,392.640620671758,33.9471455105831,808.911981595038,173.08635490201198,175.11436619225498
Romania,ROU,336.99,508.88,11.93,568.94,146.73,42.26,2505.54041600755,430.514267346495,1.38473550127531,535.200271242909,116.133150706956,552.463307158808
Rwanda,RWA,102.68,40.13,15.31,535.39,21.08,85.25,96.08727222192542,38.5409153356659,4.08882009455002,398.659959218627,19.4597548944325,77.83901957773001
Saint Kitts and Nevis,KNA,133.2,48.14,72.1,247.97,175.66,61.91,0.0,0.0,610.018731988473,104.574639769452,0.0,139.432853025937
Saint Lucia,LCA,160.39,71.66,68.23,223.89,191.38,40.96,0.0,20.0538270240398,20.0538270240398,235.63246753246798,45.1211108040895,135.363332412269
Saint Vincent and the Grenadines,VCT,237.24,68.44,36.28,410.77,187.06,39.35,16.5198033324228,33.0396066648457,644.27232996449,1280.2847582627699,8.25990166621142,74.33911499590279
Samoa,WSM,122.57,69.88,96.76,398.41,205.53,368.01,0.0,18.5755822882007,97.52180701305349,459.745661632966,46.4389557205017,1736.81694394676
Sao Tome and Principe,STP,181.34,14.04,56.6,470.11,30.61,272.07,8.76126321889034,0.0,52.567579313342,477.488845429523,17.522526437780698,573.862740837317
Saudi Arabia,SAU,356.83,145.06,22.66,278.51,116.3,54.09,78.3275620385738,143.088943808045,6.741980497372,168.467293159942,54.5113788994833,8.66043023239655
Senegal,SEN,455.49,25.38,36.17,179.95,32.37,57.24,199.15374026791,20.6508014280758,56.1866534581549,147.203148641155,29.5347644355955,150.2625266305
Serbia,SRB,290.5,366.38,12.36,398.38,120.3,26.68,1400.80165193785,351.58744703911697,1.43840568630849,518.545249914209,116.61360385429501,308.53801971317
Sierra Leone,SLE,418.7,48.42,52.6,163.09,18.42,60.22,364.16201414984704,45.550538030719395,48.8214543254785,155.065661381173,11.872214699496,117.752986611328
Slovakia,SVK,148.8,355.56,19.39,223.23,147.85,37.47,1162.31048660952,351.857028396263,1.6652012702142098,61.279406743883,64.1102489032471,289.578500890251
Slovenia,SVN,280.3,488.66,23.94,420.01,182.09,32.85,481.90612312715797,603.802594888244,1.7476196668255999,258.647710690188,151.60600609712,27.5250097525031
Solomon Islands,SLB,238.14,13.74,60.61,116.17,27.26,161.99,8.557810829507579,11.4104144393434,191.12444185900299,102.693729954091,9.984112634425511,2099.5162568391897
South Africa,ZAF,380.67,120.74,11.96,126.86,130.91,35.21,605.848095220888,128.718652122023,20.1615196240082,312.511510572926,109.495987792266,102.478442287777
Spain,ESP,227.09,389.94,84.97,474.35,212.92,90.33,649.630810100364,348.463802400261,49.74720429399861,1243.09667649429,290.859729249821,303.734103465078
Sri Lanka,LKA,424.85,31.01,61.77,183.82,20.32,173.19,156.593099072654,45.2131980596393,47.2741985409903,161.230350155694,20.6958798335671,241.824056478526
Sudan,SDN,261.53,213.25,2.06,312.53,50.25,50.42,232.767701784218,200.382050380512,1.6670719665600002,316.588080262855,46.41128354903051,134.988374038919
Suriname,SUR,324.49,37.98,33.37,327.04,86.84,50.89,920.70134092901,28.622839614373397,128.80277826468,443.654014022787,44.5244171779141,55.6555214723926
Sweden,SWE,230.1,653.74,65.63,302.89,174.75,24.66,1089.91524397016,556.86425910408,46.2527057315066,69.79121142061,134.453409928419,118.974781673717
Switzerland,CHE,222.48,646.49,33.96,355.25,153.52,50.61,209.528643652877,894.7613354147451,0.8582842545944791,178.523124955652,131.961204143901,39.4810757113461
Tajikistan,TJK,289.33,118.24,0.75,499.6,37.6,27.54,278.889611464516,216.57361769405702,0.408629467347277,644.4086700066549,28.2975906137989,73.7576188561834
Thailand,THA,389.51,54.4,59.06,264.55,59.19,52.89,1029.40416669255,54.620001051874,62.248712501883794,377.63432452711504,73.4951634024136,507.269988170752
Timor-Leste,TLS,411.0,3.64,15.96,82.58,66.22,33.67,309.385357849525,8.756189373099751,7.2968244775831295,72.9682447758313,52.5371362385985,35.024757492399004
Togo,TGO,281.54,14.86,23.46,54.72,27.01,64.84,306.73660545537,24.7463262180667,7.541737514077471,51.142407517337894,20.0327402717683,133.51232192890302
Trinidad and Tobago,TTO,267.99,67.22,47.71,174.0,146.79,70.41,17.6972060459807,7.86542490932474,17.0417539702036,115.359565336763,84.553317775241,31.461699637299
Tunisia,TUN,416.56,242.66,26.31,732.86,63.92,76.4,260.568607523195,240.176971672567,20.7883602835192,813.126397654599,62.444425737136,164.402604990274
Turkey,TUR,364.7,369.26,9.69,764.88,83.73,89.28,809.210435861037,492.330446783606,13.107339140211401,1076.08793919113,86.5173853145694,211.361435504142
Turkmenistan,TKM,407.28,305.35,5.88,400.21,130.67,20.9,379.092082387494,679.8762824197979,4.72683394498122,419.112609788335,112.025964496055,139.284040245446
Uganda,UGA,145.65,76.78,22.54,301.8,22.58,81.44,175.78853980861697,77.3716388702586,22.125071326043802,307.128604652462,21.5300743879928,97.821904000307
Ukraine,UKR,320.31,323.03,23.36,423.52,102.6,28.98,2476.54473291612,468.032859412184,4.62894122893716,494.13437823614703,106.34329739606702,1045.54935520394
United Arab Emirates,ARE,324.06,82.42,49.42,413.39,133.05,101.0,1.2430859473817402,41.7868122312168,13.865189413104,150.317777637238,35.8582484821654,45.229204085504705
United Kingdom,GBR,236.56,473.42,39.47,345.03,169.9,37.17,626.230272664357,438.57327875210603,22.8810201227501,92.9515951154142,122.34480100096701,95.3307861561043
Uruguay,URY,312.38,402.47,18.48,283.63,124.1,43.62,1576.98309686205,1112.12416924671,32.996800654127306,335.247494645933,422.88699718329497,1749.6223578844501
Uzbekistan,UZB,389.41,449.98,4.51,741.03,79.42,26.05,399.80565338685096,593.13730444953,3.6900770280646498,876.591990620711,74.51117075899771,132.530535723337
Vanuatu,VUT,168.18,38.22,56.8,255.22,78.79,329.14,6.35483870967742,25.419354838709697,365.40322580645204,235.129032258065,57.1935483870968,2319.5161290322603
Yemen,YEM,329.17,26.01,6.34,101.0,37.67,24.63,32.6569156904913,26.0082023163793,8.53903384322227,97.6122380169873,30.734003489154897,8.21311652096187
Zambia,ZMB,301.79,29.95,24.1,63.82,31.67,38.68,420.822395808611,48.3908076019367,12.272640860113,62.2244422556605,41.6085587055585,75.19683895428871
Zimbabwe,ZWE,305.84,63.74,7.48,61.12,38.94,35.65,142.86488337446002,58.1782509013746,3.31354769646383,67.0356187823067,36.0029701635012,39.1253516467075
